Time[s] vol0[mm^3] vol1[mm^3] flux0[mm^3/s] flux1[mm^3/s]
1.96181 126.83 38.1976 -0 -217.083
1.97917 122.882 42.1453 -0 -227.39
1.99653 118.769 46.2579 -0 -236.886
2.01389 114.505 50.522 -0 -245.61
2.03125 110.099 54.9284 -0 -253.812
2.04861 105.539 59.488 -0 -262.629
2.06597 100.814 64.2136 -0 -272.194
2.08333 95.9738 69.0536 -0 -278.787
2.10069 90.9988 74.0286 -0 -286.56
2.11806 85.9181 79.1093 -0 -292.646
2.13542 80.737 84.2904 -0 -298.434
2.15278 75.4528 89.5746 -0 -304.367
2.17014 70.1051 94.9223 -0 -308.027
2.1875 64.6681 100.359 -0 -313.171
2.20486 59.1682 105.859 -0 -316.797
2.22222 53.5984 111.429 -0 -320.82
2.23958 47.9938 117.034 -0 -322.825
2.25694 42.3717 122.656 -0 -323.831
2.27431 36.7383 128.289 -0 -324.484
2.29167 31.1192 133.908 -0 -323.663
2.30903 25.5122 139.515 -0 -322.964
2.32639 19.9593 145.068 -0 -319.846
2.34375 14.479 150.548 -0 -315.667
2.36111 9.13355 155.894 -0 -307.895
2.37847 3.94672 161.081 -0 -298.762
2.39583 0 165.027 -0 -282.95
2.41319 0 165.027 -0 -0
2.43056 0 165.027 -0 -0
2.44792 0 165.027 -0 -0
2.46528 0 165.027 -0 -0
2.48264 0 165.027 -0 -0
2.5 0 165.027 -0 -0
2.51736 0 165.027 -0 -0
2.53472 0 165.027 -0 -0
2.55208 0 165.027 -0 -0
2.56944 0 165.027 -0 -0
2.58681 0 165.027 -0 -0
2.60417 0 165.027 -0 -0
2.62153 0 165.027 -0 -0
2.63889 0 165.027 -0 -0
2.65625 0 165.027 -0 -0
2.67361 0 165.027 -0 -0
2.69097 0 165.027 -0 -0
2.70833 0 165.027 -0 -0
2.72569 0 165.027 -0 -0
2.74306 0 165.027 -0 -0
2.76042 0 165.027 -0 -0
2.77778 0 165.027 -0 -0
2.79514 0 165.027 -0 -0
2.8125 0 165.027 -0 -0
2.82986 0 165.027 -0 -0
2.84722 0 165.027 -0 -0
2.86458 0 165.027 -0 -0
2.88194 0 165.027 -0 -0
2.89931 0.240816 164.787 13.871 -0
2.91667 0.624812 164.403 22.1181 -0
2.93403 1.20798 163.819 33.5907 -0
2.95139 1.97012 163.057 43.8991 -0
2.96875 2.97447 162.053 57.8505 -0
2.98611 4.17226 160.855 68.9929 -0
3.00347 5.58556 159.442 81.4059 -0
3.02083 7.20159 157.826 93.0836 -0
3.03819 9.00844 156.019 104.074 -0
3.05556 11.0471 153.98 117.426 -0
3.07292 13.2927 151.735 129.347 -0
3.09028 15.7117 149.316 139.333 -0
3.10764 18.3568 146.671 152.358 -0
3.125 21.1927 143.835 163.35 -0
3.14236 24.2187 140.809 174.298 -0
3.15972 27.441 137.586 185.602 -0
3.17708 30.8415 134.186 195.872 -0
3.19444 34.4288 130.599 206.625 -0
3.21181 38.1976 126.83 217.083 -0
3.22917 42.1453 122.882 227.39 -0
3.24653 46.2579 118.769 236.886 -0
3.26389 50.522 114.505 245.61 -0
3.28125 54.9284 110.099 253.812 -0
3.29861 59.488 105.539 262.629 -0
3.31597 64.2136 100.814 272.194 -0
3.33333 69.0536 95.9738 278.787 -0
3.35069 74.0286 90.9988 286.56 -0
3.36806 79.1093 85.9181 292.646 -0
3.38542 84.2904 80.737 298.434 -0
3.40278 89.5746 75.4528 304.367 -0
3.42014 94.9223 70.1051 308.027 -0
3.4375 100.359 64.6681 313.171 -0
3.45486 105.859 59.1682 316.797 -0
3.47222 111.429 53.5984 320.82 -0
3.48958 117.034 47.9938 322.825 -0
3.50694 122.656 42.3717 323.831 -0
3.52431 128.289 36.7383 324.484 -0
3.54167 133.908 31.1192 323.663 -0
3.55903 139.515 25.5122 322.964 -0
3.57639 145.068 19.9593 319.846 -0
3.59375 150.548 14.479 315.667 -0
3.61111 155.894 9.13355 307.895 -0
3.62847 161.081 3.94672 298.762 -0
3.64583 165.027 0 282.95 -0
3.66319 165.027 0 -0 -0
3.68056 165.027 0 -0 -0
3.69792 165.027 0 -0 -0
3.71528 165.027 0 -0 -0
3.73264 165.027 0 -0 -0
3.75 165.027 0 -0 -0
3.76736 165.027 0 -0 -0
3.78472 165.027 0 -0 -0
3.80208 165.027 0 -0 -0
3.81944 165.027 0 -0 -0
3.83681 165.027 0 -0 -0
3.85417 165.027 0 -0 -0
3.87153 165.027 0 -0 -0
3.88889 165.027 0 -0 -0
3.90625 165.027 0 -0 -0
3.92361 165.027 0 -0 -0
3.94097 165.027 0 -0 -0
3.95833 165.027 0 -0 -0
3.97569 165.027 0 -0 -0
3.99306 165.027 0 -0 -0
4.01042 165.027 0 -0 -0
4.02778 165.027 0 -0 -0
4.04514 165.027 0 -0 -0
4.0625 165.027 0 -0 -0
4.07986 165.027 0 -0 -0
4.09722 165.027 0 -0 -0
4.11458 165.027 0 -0 -0
4.13194 165.027 0 -0 -0
4.14931 164.787 0.240816 -0 -13.871
4.16667 164.403 0.624812 -0 -22.1181
4.18403 163.819 1.20798 -0 -33.5907
4.20139 163.057 1.97012 -0 -43.8991
4.21875 162.053 2.97447 -0 -57.8505
4.23611 160.855 4.17226 -0 -68.9929
4.25347 159.442 5.58556 -0 -81.4059
4.27083 157.826 7.20159 -0 -93.0836
4.28819 156.019 9.00844 -0 -104.074
4.30556 153.98 11.0471 -0 -117.426
4.32292 151.735 13.2927 -0 -129.347
4.34028 149.316 15.7117 -0 -139.333
4.35764 146.671 18.3568 -0 -152.358
4.375 143.835 21.1927 -0 -163.35
4.39236 140.809 24.2187 -0 -174.298
4.40972 137.586 27.441 -0 -185.602
4.42708 134.186 30.8415 -0 -195.872
4.44444 130.599 34.4288 -0 -206.625
4.46181 126.83 38.1976 -0 -217.083
4.47917 122.882 42.1453 -0 -227.39
4.49653 118.769 46.2579 -0 -236.886
4.51389 114.505 50.522 -0 -245.61
4.53125 110.099 54.9284 -0 -253.812
4.54861 105.539 59.488 -0 -262.629
4.56597 100.814 64.2136 -0 -272.194
4.58333 95.9738 69.0536 -0 -278.787
4.60069 90.9988 74.0286 -0 -286.56
4.61806 85.9181 79.1093 -0 -292.646
4.63542 80.737 84.2904 -0 -298.434
4.65278 75.4528 89.5746 -0 -304.367
4.67014 70.1051 94.9223 -0 -308.027
4.6875 64.6681 100.359 -0 -313.171
4.70486 59.1682 105.859 -0 -316.797
4.72222 53.5984 111.429 -0 -320.82
4.73958 47.9938 117.034 -0 -322.825
4.75694 42.3717 122.656 -0 -323.831
4.77431 36.7383 128.289 -0 -324.484
4.79167 31.1192 133.908 -0 -323.663
4.80903 25.5122 139.515 -0 -322.964
4.82639 19.9593 145.068 -0 -319.846
4.84375 14.479 150.548 -0 -315.667
4.86111 9.13355 155.894 -0 -307.895
4.87847 3.94672 161.081 -0 -298.762
4.89583 0 165.027 -0 -282.95
4.91319 0 165.027 -0 -0
4.93056 0 165.027 -0 -0
4.94792 0 165.027 -0 -0
4.96528 0 165.027 -0 -0
4.98264 0 165.027 -0 -0
