Time[s] vol0[mm^3] vol1[mm^3] flux0[mm^3/s] flux1[mm^3/s]
3.7037 1.64961 163.378 -0 -0
3.72685 1.64961 163.378 -0 -0
3.75 1.64961 163.378 -0 -0
3.77315 1.64961 163.378 -0 -0
3.7963 1.64961 163.378 -0 -0
3.81944 1.64961 163.378 -0 -0
3.84259 1.64961 163.378 -0 -0
3.86574 1.64961 163.378 -0 -0
3.88889 1.73956 163.288 3.8859 -0
3.91204 2.24499 162.782 21.8348 -0
3.93519 3.08666 161.941 36.3601 -0
3.95833 4.21888 160.809 48.9118 -0
3.98148 5.64687 159.381 61.6892 -0
4.00463 7.33842 157.689 73.075 -0
4.02778 9.2948 155.733 84.5159 -0
4.05093 11.5252 153.502 96.3538 -0
4.07407 14.0363 150.991 108.479 -0
4.09722 16.7843 148.243 118.712 -0
4.12037 19.7643 145.263 128.735 -0
4.14352 22.9806 142.047 138.946 -0
4.16667 26.4323 138.595 149.115 -0
4.18981 30.1186 134.909 159.249 -0
4.21296 34.0456 130.982 169.643 -0
4.23611 38.1876 126.84 178.938 -0
4.25926 42.5406 122.487 188.048 -0
4.28241 47.1113 117.916 197.454 -0
4.30556 51.8708 113.157 205.61 -0
4.3287 56.8007 108.227 212.975 -0
4.35185 61.9213 103.106 221.209 -0
4.375 67.1866 97.8408 227.46 -0
4.39815 72.647 92.3803 235.891 -0
4.4213 78.2902 86.7372 243.785 -0
4.44444 84.0456 80.9817 248.635 -0
4.46759 89.9234 75.104 253.919 -0
4.49074 95.9084 69.119 258.551 -0
4.51389 102.006 63.0217 263.405 -0
4.53704 108.161 56.8665 265.903 -0
4.56019 114.401 50.6262 269.583 -0
4.58333 120.679 44.3483 271.206 -0
4.60648 126.954 38.0729 271.094 -0
4.62963 133.25 31.7776 271.957 -0
4.65278 139.516 25.5117 270.689 -0
4.67593 145.706 19.3214 267.418 -0
4.69907 151.774 13.2532 262.147 -0
4.72222 157.697 7.33009 255.879 -0
4.74537 163.375 1.65229 245.281 -0
4.76852 163.375 1.65229 -0 -0
4.79167 163.375 1.65229 -0 -0
4.81481 163.375 1.65229 -0 -0
4.83796 163.375 1.65229 -0 -0
4.86111 163.375 1.65229 -0 -0
4.88426 163.375 1.65229 -0 -0
4.90741 163.375 1.65229 -0 -0
4.93056 163.375 1.65229 -0 -0
4.9537 163.375 1.65229 -0 -0
4.97685 163.375 1.65229 -0 -0
5 163.375 1.65229 -0 -0
5.02315 163.375 1.65229 -0 -0
5.0463 163.375 1.65229 -0 -0
5.06944 163.375 1.65229 -0 -0
5.09259 163.375 1.65229 -0 -0
5.11574 163.375 1.65229 -0 -0
5.13889 163.375 1.65229 -0 -0
5.16204 163.375 1.65229 -0 -0
5.18519 163.375 1.65229 -0 -0
5.20833 163.375 1.65229 -0 -0
5.23148 163.375 1.65229 -0 -0
5.25463 163.375 1.65229 -0 -0
5.27778 163.375 1.65229 -0 -0
5.30093 163.375 1.65229 -0 -0
5.32407 163.375 1.65229 -0 -0
5.34722 163.375 1.65229 -0 -0
5.37037 163.375 1.65229 -0 -0
5.39352 163.375 1.65229 -0 -0
5.41667 163.375 1.65229 -0 -0
5.43981 163.375 1.65229 -0 -0
5.46296 163.375 1.65229 -0 -0
5.48611 163.375 1.65229 -0 -0
5.50926 163.375 1.65229 -0 -0
5.53241 163.375 1.65229 -0 -0
5.55556 163.286 1.74163 -0 -3.85983
5.5787 162.781 2.24663 -0 -21.8157
5.60185 161.939 3.08796 -0 -36.3457
5.625 160.807 4.22001 -0 -48.9042
5.64815 159.38 5.64785 -0 -61.6829
5.6713 157.688 7.33928 -0 -73.0697
5.69444 155.732 9.29565 -0 -84.5152
5.71759 153.501 11.526 -0 -96.3502
5.74074 150.99 14.037 -0 -108.476
5.76389 148.242 16.7849 -0 -118.71
5.78704 145.263 19.7648 -0 -128.733
5.81019 142.046 22.9811 -0 -138.944
5.83333 138.595 26.4328 -0 -149.113
5.85648 134.908 30.1191 -0 -159.247
5.87963 130.981 34.046 -0 -169.642
5.90278 126.839 38.1881 -0 -178.936
5.92593 122.486 42.541 -0 -188.047
5.94907 117.916 47.1117 -0 -197.453
5.97222 113.156 51.8712 -0 -205.61
5.99537 108.226 56.8011 -0 -212.974
6.01852 103.106 61.9217 -0 -221.208
6.04167 97.8405 67.1869 -0 -227.46
6.06481 92.38 72.6474 -0 -235.89
6.08796 86.7369 78.2905 -0 -243.784
6.11111 80.9815 84.0459 -0 -248.634
6.13426 75.1037 89.9237 -0 -253.918
6.15741 69.1188 95.9086 -0 -258.55
6.18056 63.0214 102.006 -0 -263.405
6.2037 56.8663 108.161 -0 -265.902
6.22685 50.626 114.401 -0 -269.583
6.25 44.3481 120.679 -0 -271.206
6.27315 38.0727 126.955 -0 -271.093
6.2963 31.7775 133.25 -0 -271.956
6.31944 25.5115 139.516 -0 -270.689
6.34259 19.3213 145.706 -0 -267.418
6.36574 13.2531 151.774 -0 -262.147
6.38889 7.32995 157.697 -0 -255.879
6.41204 1.65217 163.375 -0 -245.28
6.43519 1.65217 163.375 -0 -0
6.45833 1.65217 163.375 -0 -0
6.48148 1.65217 163.375 -0 -0
6.50463 1.65217 163.375 -0 -0
6.52778 1.65217 163.375 -0 -0
6.55093 1.65217 163.375 -0 -0
6.57407 1.65217 163.375 -0 -0
6.59722 1.65217 163.375 -0 -0
6.62037 1.65217 163.375 -0 -0
6.64352 1.65217 163.375 -0 -0
