time [s],3,4,5,6,7,8,9,10
0,-10.206672,7.060248,-9.663264,-18.305064,4.314,-15.313992,-8.775696,-6.05748
0.000440529,-8.892216,6.32352,-6.77736,-20.10972,3.858648,-19.719096,-7.981968,-7.583424
0.000881057,-10.124952,6.780576,-7.03644,-21.271776,5.42112,-14.028504,-7.507368,-8.490792
0.001321586,-10.66824,7.69968,-10.14024,-15.889608,3.904392,-16.413768,-8.602512,-6.600456
0.001762115,-9.858648,6.13644,-7.041744,-17.665344,3.048072,-17.72604,-7.014576,-7.110624
0.002202643,-10.274088,8.283264,-8.409672,-20.053032,5.618976,-14.733504,-7.44696,-8.467944
0.002643172,-11.180328,7.871448,-10.20552,-17.531088,4.290504,-15.748416,-8.96736,-6.79188
0.0030837,-10.447104,6.644712,-8.402232,-18.547272,2.519112,-17.663472,-5.804112,-8.039688
0.003524229,-11.474376,7.098576,-8.90784,-18.844824,5.018256,-15.987984,-8.400168,-8.720016
0.003964758,-10.96224,8.32752,-9.399,-18.323712,5.347416,-14.627472,-9.164736,-7.61124
0.004405286,-11.66616,7.571136,-7.295256,-17.997984,2.024508,-15.217512,-5.876424,-8.642592
0.004845815,-11.348856,6.20388,-9.873024,-19.240224,4.942656,-14.927736,-7.440888,-8.610744
0.005286344,-11.127192,8.182296,-10.492464,-19.210464,4.884144,-14.84796,-7.971696,-8.411472
0.005726872,-11.35944,8.86968,-7.795944,-17.21736,1.3060584,-16.644384,-6.298608,-7.5918
0.006167401,-10.41252,6.530376,-9.253008,-19.568064,5.524464,-15.477456,-7.680744,-9.123696
0.00660793,-11.153208,8.51304,-9.514728,-16.04376,4.370256,-14.280624,-6.545304,-7.483704
0.007048458,-11.07012,9.041088,-9.41544,-18.773856,2.91984,-16.585392,-8.200464,-9.638016
0.007488987,-12.29652,7.241064,-8.717472,-16.23372,4.198008,-15.183072,-6.206256,-9.156024
0.007929515,-10.318656,6.78036,-9.687864,-19.505544,3.74664,-15.187584,-8.822664,-6.979512
0.008370044,-10.51812,9.266544,-8.162736,-15.303816,1.6222176,-16.5462,-7.048488,-9.403632
0.008810573,-9.231648,6.881952,-9.397392,-17.143344,3.958584,-14.717664,-8.209272,-9.155016
0.009251101,-10.175904,8.884512,-9.515952,-18.249168,3.003192,-14.781576,-7.4394,-7.51764
0.00969163,-9.812808,7.48092,-8.035872,-15.882672,2.0434776,-16.691496,-7.281672,-8.09064
0.010132159,-10.723776,7.950192,-9.005496,-17.35416,3.04656,-14.48496,-6.353424,-9.037992
0.010572687,-10.01604,6.523464,-9.813288,-18.723864,4.2432,-14.830248,-6.04944,-7.043376
0.011013216,-9.730584,8.042832,-7.989048,-15.799416,2.1705528,-16.421616,-8.934168,-8.407704
0.011453744,-10.96404,6.314736,-10.44852,-17.605248,3.345216,-14.464248,-6.008256,-8.986752
0.011894273,-10.149504,6.43536,-10.18908,-17.318664,3.645624,-16.69332,-7.137816,-7.761096
0.012334802,-9.945624,8.659416,-8.790696,-14.617632,1.9923888,-15.389328,-9.241224,-7.41744
0.01277533,-10.61112,6.82152,-8.25192,-18.744648,3.491616,-14.451984,-7.097112,-8.517288
0.013215859,-10.44888,4.570848,-10.32168,-17.91804,3.795792,-15.62088,-7.166328,-7.426056
0.013656388,-10.7358,8.226624,-7.644312,-17.239368,2.0720232,-17.465112,-9.001848,-6.33624
0.014096916,-10.27344,6.802032,-7.762248,-19.894248,3.435,-14.45544,-6.577608,-8.321472
0.014537445,-9.950664,5.291664,-10.068648,-19.53168,4.096752,-14.608128,-7.464672,-8.647368
0.014977974,-10.128552,6.34332,-7.430712,-18.83472,2.807616,-17.378688,-7.353216,-6.405288
0.015418502,-11.519616,6.1716,-8.208264,-20.536008,3.23484,-13.580376,-7.923552,-7.565832
0.015859031,-9.383088,5.612904,-11.184264,-22.093776,4.455288,-15.438096,-6.102,-8.935608
0.016299559,-11.458392,7.747944,-7.996152,-20.503944,2.529936,-16.78272,-8.572416,-7.774152
0.016740088,-10.788864,5.322072,-8.193672,-23.3418,4.578,-13.758432,-8.85396,-6.998712
0.017180617,-11.276736,5.77392,-10.184328,-21.672984,3.569976,-16.691976,-6.935952,-7.342104
0.017621145,-10.821936,7.631304,-8.332248,-20.730696,2.41404,-17.86128,-8.55912,-6.845712
0.018061674,-11.454096,5.7486,-7.411224,-21.161568,4.537128,-15.189528,-8.576448,-7.670088
0.018502203,-10.583136,5.236656,-9.139848,-20.6988,4.422288,-14.617992,-6.62016,-8.423832
0.018942731,-10.485192,8.345568,-10.221792,-20.43264,2.474928,-17.041392,-7.487688,-6.692232
0.01938326,-11.214216,5.14836,-7.282656,-21.223896,4.020696,-17.855736,-8.708304,-6.562248
0.019823789,-11.628456,6.92988,-10.257,-19.005624,5.704728,-15.39264,-6.53592,-9.078288
0.020264317,-10.412928,6.874032,-9.953112,-17.823168,3.634992,-16.408968,-9.20496,-7.150848
0.020704846,-10.381608,6.385704,-7.48932,-22.830168,3.751944,-16.798464,-8.556144,-7.060896
0.021145374,-12.62964,5.625576,-9.10896,-18.8274,5.87436,-15.04992,-6.323808,-9.163464
0.021585903,-10.987704,8.782248,-8.564448,-18.195288,4.059984,-16.892928,-8.268408,-8.619312
0.022026432,-10.68684,7.476936,-8.888592,-19.303248,3.394152,-17.239632,-8.446488,-7.473384
0.02246696,-11.666592,6.86256,-8.45088,-20.100552,5.632944,-13.565232,-6.697008,-9.332376
0.022907489,-10.402272,8.71164,-9.838728,-16.849464,4.95456,-15.49284,-8.03676,-7.78164
0.023348018,-10.047792,7.359624,-8.546808,-17.641656,1.8636312,-17.769552,-8.744016,-9.095136
0.023788546,-10.48272,7.449192,-8.057976,-18.899736,5.660736,-16.802376,-6.198048,-9.536736
0.024229075,-10.40604,10.45488,-9.82368,-16.978656,6.08832,-16.078512,-7.224888,-8.772552
0.024669604,-10.497312,7.648608,-9.426504,-16.155624,1.2589944,-17.007096,-8.672784,-9.049536
0.025110132,-11.329008,5.726976,-7.838952,-19.24476,4.56636,-14.670216,-7.380816,-8.816616
0.025550661,-10.04628,9.3402,-9.833688,-17.104464,4.836504,-14.126568,-7.991304,-10.449264
0.025991189,-10.6416,10.01448,-8.323536,-16.3944,2.420712,-16.61796,-8.163168,-8.318664
0.026431718,-10.241832,6.232992,-8.473824,-17.156904,4.077216,-15.497856,-6.860712,-9.907968
